,Rate,Review,Label
596,4.6, Mình thấy ăn rất được cái,pos
291,9.2, Vị trí nằm ở yết kiêu gần chỗ cung văn hóa hữu gần trung tâm nên khá thuận tiện đi Bản thân quán mặt tiền để xe thoải mái có bảo vệ trông dắt đang hoàng gian quán rộng và Bước vào mùi nướng thơm nức mũi luôn á chỉ muốn ngồi sụp xuống thôi nhân mình bị cuồng ăn pạch tuôc cho nên bước vào đây là hợp vía miễn bàn bạch tuộc ngon tẩm ướp cẩn các loại thịt cũng vậy kể cả mùa hè cũng ăn miễn bàn mình đi đặt bàn qua table now đc giảm vị tri mất gần viên nhanh thái độ tốt,pos
261,9.0, Lúc đầu nghe chừng phóng ra tận Lạc Long Quân để ăn một bát bánh rán mặn thôi thì cũng hơi ngại đi lắm nhưng thực sự là có đi rồi thì về mới nghiện mà lần sau đói là chỉ có muốn tìm về ngõ LLQ để ăn bánh rán mặn thôi có cô chủ rất kiểu quan tâm chiều khách lắm mà cắt bánh cũng rất khéo cùng đội ngũ trông bán bánh và rán bánh khá chuyên Hai lần mình ra thì đều rất may là quán vẫn chưa đông khách nên không phải lấy đợi đến lượt mới đc order mà đc order bánh Bánh rán nhân đầy đặn mà nhiều thịt có chiếc ăn chiếc buổi chiều là đã no lăn quay Nước sốt pha ngọt ngọt không cay ăn rất Gọi thêm cốc trà đá nữa là xong bữa xế no nê cả nhà,pos
544,4.8, Quán ngay gần nhà ngày nào cũng đi Mệt mệt là vào ủng hộ ah Đồ uống khá là Hôm sau gọi về cho công ty uống thử luôn,neu
764,2.4, Thập kỷ tôi đến quán rất thường sau này thi thoảng gọi về nhà lúc nhỡ ngày nay ra ăn vẫn chỉ món cốt lết tẩm lần nào cũng quên bỏ xương vì có xương là thịt bị hôm nay cáu thì mới bỏ Và cũng hôm nay đứng dậy quên ngày nào chẳng ăn món đó không hơn không hém ra nói lịch sự tôi thay áo quên tiền chút trả cả chủ tớ nhìn một người yêu cầu để lại cái gì ok về lấy tiền trả trong lặng trả tiền lặng lặng,neg
768,3.6, quán không có nước nên mình mua bánh chuối và túi doraemon baby ra hàng coffee gần đó để ăn yếu quán bán nhiều ăn phào phào nhạt nhạt mình chờ lâu dã ra lần nào hết lần có nhiều khách mua túi baby lận nên đứng chờ cũng sốt viên hơi lề mình đứng nhìn khâu làm bánh thấy nhân viên chậm chạp lắm người đứng đổ bột và lấy bánh được thì nv vào xếp chân tay lóng ngóng kinh đi cùng bạn xếp nhân viên không nhắc nhở khách nên nhiều ng chen ngang nhân chuối ăn tạm còn bánh baby ăn khô ăn thử cho biết,neg
922,1.0, Ăn ko ngon con j trông chung ko nên ăn,neg
193,9.4, Trà cylon ngon mà rẻ L uống xong chỉ có không đi nổi lun châu thích nhất thạch thuỷ tinh vị kiwi cảm giác viên thạch vỡ ra trong miệng khá mới lạ đối với m gian nho nhân viên thân thiện phục vụ nhiệt tình ra aeon mall là phi thẳng lên tầng uống trà lun,pos
78,9.0, Caramen cực ăn kem dừa rồi ngon lắm lúc nào cũng đông khách,pos
936,4.0, lần đi vào phía trong thấy rửa chảo nướng còn lõng bõng xà phòng mà vẫn mang cho lui đến già,neg
973,3.4, Hôm nay mình với ox đến thất mình kêu mì mực trứng nướng và bạch tuộc ăn không ra một cái vị gì nước chấm cũng quá ngọt dù m là người miền nam hay ăn Kêu thử hai món nướng trước rồi không ăn nữa đứng dậy đi về Vệ sinh cũng không được sạch,neg
241,10.0, Khong gian đẹp món ăn,pos
470,5.0, Ngon bổ,neu
970,3.4, Đây là lần đầu tiên mình đi ăn ở cơ sở Võ Thị Sáu nhưng đồ ăn và cách phục vụ làm mình khá thất Mình gọi khoai bắp bạch xúc xích Đầu tiên nhân viên bê ra cho mình đĩa khoai lang thì khoai đã khô hết Mình yêu cầu đổi khoai Đến bắp bò thì toàn gân và đại tới mức mình không ăn được miếng Hỏi em nhân viên ba bốn lần mới đc trả lời là bắp bò có Nhưng mình chưa thấy bắp bò ở đâu như vậy Khi bạn nhân viên thay vỉ nướng thì lại làm rớt đồ trên vỉ nhưng cũng không có một lời xin Mình cảm thấy thất vọng khi tới,neg
710,3.8, Mức off chỉ áp dụg cho đồ uống thôi hở Tớ vừa qua Anh Hoà mua bánh thì thấy bạn thu ngân ở đấy bảo Nếu chỉ áp dụg đồ uống thì các bạn nên viết rõ hơn để mình đỡ phải nhập code và tự nhiên lại thấy khó chịu trong,neg
845,2.8, Đồ uống bthg rất k có gì nổi ngon nhất chắc là trân châu Nv ở cơ sở Lê Đại Hành khá tệ mình đi lần nào cx phải ngồi chờ dài xong k hỏi thì k có thẻ tích điểm phục vụ kiểu nhàng Trái ngc với cơ sở Phạm Ngọc anh bán hàng cực đtraiiiii thân thiệnnnn Quán chỉ hợp takeaway chứ ngồi ở quán chả có điều không gian cx bthg nếu k muốn nói là Chốt là ding tea hợp vs những ngày hết xèng thôi vì giá khá rẻ so vs mặt bằng chung,neg
108,9.0, Chua Ăn trong ngày mưa cảm thấy vô cùng tuyệt vời,pos
657,4.0, Kem này thấy mọi người review nhiều lắm nên đi ăn Ai dè đến thì hơi thất vọng ăn không như mong Chất lượng kem thua xa kem trà xanh aeon và kem tràng tiền,neg
895,1.8, Miễn giải Tốt nhất la đừng vào,neg
251,10.0, hấp dẫn nhất là đồ tráng miệng,pos
946,3.2, Dùng một từ để đánh Giá không khách không ít mà nguyên liệu để dùng lại tệ đến Tôm nhạt mực và bề bề đặc biệt ươn mũi ko cần tinh cũng ngửi thấy mùi luôn,neg
248,10.0, Đồ ăn ngon nhiều món để lựa chon nhân viên nhiệt tình,pos
557,4.2, Mình với bạn nghe món kem đựng trong ống tre khá hay nên mò vào ngõ để tìm Ở trong ngõ nhưng dễ Chỗ để xe hơi eo hẹp mk mất khá nhiều thời gian nv mới xếp xe Buổi tối nhưng không quá đông nv nhàn rỗi thì chơi Phục vụ nhưng vẫn là điểm trừ Đến phần patrait bưng ra rất ưng nhưng đúng là chỉ đẹp còn lại chả có gì đặc Đậu đỏ phần bánh gì đó màu nâu ăn giòn mà chả có vị Xoài thì kem cũng không ngọt lắm lại nhiều đá nên món này hơi bị viên bánh nếp bệnh trong k có Còn chút thạch cũng không đáng Hơi đắt so với chất nếu rẻ hơn chút thì cx đáng để đến đây sống ảo tí,neu
997,4.0, Quá thất ko thấy xứng với tên Master mình gọi salad cá hồi thì nước sốt chua gọi suất bò Nhật đặc biệt với sốt vang đỏ và tiêu thì miếng bò toàn thức ăn lên thì chậm vô cùng khoảng À gọi khoai nghiền các e vâng vâng dạ dạ rồi vác ra khoai chiên kêu hết khoai sao các em k nói trươc để chị khỏi gọi sẽ k quay lại,neg
179,9.0, Cũng năm rồi mới quay lại Hồi xưa bị ấn tượng siêu tồi về cách phục vụ và thái độ nhân viên rồi còn cả mấy khách bàn Cáu quá thế là thề k quay lại nữa bỗng hôm thèm mỳ ý mà muốn tìm chỗ giá vừa tầm thì nhớ ra Hôm đấy vòng vèo mãi quanh Thi Sách mà k hóa ra chuyển về LNH giá vẫn rẻ vậy mà chất lượng vẫn ăn nhiều mà vẫn toàn bị ăn no quá quan trọng nhất là nhân viên mới được đào tạo tốt nhiệt tình nhanh nhẹn nên tần suất đến SB dạo này cực nhiều,pos
661,1.0, Lần đầu tiên đi ăn ở quá này Phục vụ rất không chu mặc dù không đông nhưng nhân viên phục vụ rất Chỗ ăn tầng nóng vô Mặc dù mình đã đặt bàn đã dặn nhân viên tìm chỗ thoáng mát nhưng vẫn không đáp Ăn đồ nướng cháy vỉ gọi nhân viên năm lần bảy lượt vẫn không thấy nhân viên ra Nhờ nhân viên lấy thêm quạt nhưng không đáp ứng như đầu cũng là lần cuối ăn ở,neg
409,5.0, Ko biết nói sao chỉ cảm thấy ko hợp khẩu vị như mình ăn ở các quán ốc tiệm gần đấy mình gọi kèm klq nhưng kệ post luôn cho đỡ bùn,neu
554,4.6, Mình đã ăn ở đây một Thực sự thì so với KFC và Lotteria thì ở đây các món không ngon Gà rán vị hơi bột bên ngoài ăn không được ngon như bên hãng Khoai tây chiên cho thêm cái gì đó đen đen như là thì ăn bánh mật ong mà mình chả thấy như tên gọi là tý Bánh thì đến mùi mật ong còn chưa thấy chứ đừng nói là Nói chung là đồ ăn mình thấy k giá cả so với hãng kia cũng không cạnh cạnh chỉ được cái hãng này hay có các chương trình khuyến mại nên thấy tạm,neu
828,3.6, Công nhận điều là không gian mặt bằng thì miễn chê rồi nhưng điểm trừ rất rất to là đồ ăn lúc nào cũng bị nguội hoặc bị Mình ăn không nuốt So vs ngày xưa thì nó là một trời một Cảm thấy phí tiền khi quay trở lại đây Đúng là một quyết định quá sai lầm,neg
980,3.0, Mình và bà chị làm cùng đi mua đồ sau đó lên tầng ăn lẩu vì là mát trời nên cũng thòm Thật không nghĩ nó lại khác với cơ sở ở Phạm Ngọc Thạch đến Nhà hàng bàn ghế kê sát Đồ ăn được chạy băng chuyền liên tục nhưng nói thật là chẳng thấy thịt toàn là rau với nấm cũng chẳng Đồ tráng miệng thì chẳng có gì ngoài Bưc nhất là thái độ của nhân lúc lấy đĩa ra chồng rõ đến lúc làm đổ bắn vào người chị mình cũng không lời xin cứ thế là Với giá hơn mà ăn thịt không thái độ nhân viên như nàu thì lần sau có cho tiền mình cũng không bao giờ quay lại cơ sở này,neg
231,9.2, Giá rất hợp lý lại có hút ưu điểm ae mình ăn uống về nhà vẫn đi chơi được tiếp đi ăn đúng ngày có buffe mỗi người có mà ăn tẹt ga ngon lắm,pos
816,1.0, Hôm đó đi cùng hội bạn cũng ghé vào đồ nướng thì thái quá ướp k đắt và thái độ nhân viên rất k ra Never come back,neg
871,3.4, Thấy quảng cáo trên Facebook nên hôm sinh nhật mình chọn tổ chức ở phần vì thích ăn chung là thất vọng tràn chưa bao giờ ăn dimsum ở đâu tệ như ở Dimsum nguội ko có vị nào ngon trừ cái bánh bao kim sa là tạm Các loại khác đều như đồ há cảo đông lạnh y như mua trong Big C với Metro Món chính thì như vậy còn lại cũng ko có món nào khác ra Thái độ phục vụ nhân viên cũng ko đc Ko gian quán thì lịch sạch Ăn lần ko bao giờ quay lại,neg
180,9.0, Quán Spaghetty ở LNH rộng rãi hơn các quán ở Núi Đồ ăn thì ngon khỏi nói rồi mình thích ăn mì classic và hay gọi suất ăn đúp để có phomai đi sữa cũng rất đậm tây chiên ăn ngon hơn các hàng ăn nhanh,pos
341,4.6, bánh ăn khá nhân đầy đặn khá điểm chừ ở cách phục,neu
335,4.6, Uống Tocotoco đã nhiều lần và ở nhiều cơ sở khác nhau nhưng có lẽ đây là cơ sở chán nhất từ trước đến thất vọng toàn tập từ không nhân viên và đồ uống đồ ăn -_- Cửa hàng nhỏ và siêu trang trí cũng chẳng có gì là Nhân viên có thái độ phục vụ khó không chào hỏi đã đành thì đây mặt còn cau Qua hôm mua chè tặng Ăn chè ở những quán vỉa hè có khi còn ngon hơn trà thì không nhớ gọi loại nào nhưng uống ngọt chẳng ra cái vị gì Qua đây cũng lâu mặc dù mình khá thích đồ uống của Tocotoco nhưng chắc chắn sẽ không quay lại,neu
788,3.2, Quán ruột của mình lắm nhé Chỉ có điều hạn chế đi xe được thì tốt vì k có nhiều chỗ để quán thỉnh thoảng hết sớm vì đông khách Bác bán hàng hơi kiêu,neg
59,9.2, Đây có lẽ là nơi quá quen thuộc với mọi giá cả hợp lý kem vị rất thanh không quá phù hợp với người,pos
648,2.0, Mọi người nên ra hàng trống ăn ở đó vừa nhân viên phục vụ cũng chứ ở đây nhân viên thái độ lồi lõm,neg
988,2.8, Mình hay mua bánh ở cơ sở Lý Nam Đế hơn Có vài nhận xét thế Vị trí khá dễ cửa hàng sạch Về đồ nói giá đắt mà chất lượng thì mình không ưng Đơn cử như bánh dân tộc mảnh bánh ngải bánh bé tí mà giá những Mà chất lượng có phải thật đặc sắc lắm đâu nên không thể lấy lý do vì ngon nên mới Bánh gai làm hơi khác so với bánh gai nổi tiếng ở Ninh Giang Bánh gai Hải Dương đủ vị mà bán ở Hà Nội cũng chỉ to và ngon gấp lần bánh gai ở Gia Trịnh ý Bánh nướng thập cẩm ăn tạm được giá đắt Bánh gai ở tiệm Bùi Công Trung ngon to hơn mà giá lại rẻ hơn Một cái bánh nướng ở hiệu Bùi Công Trung giá trung bình mà gấp rưỡi ở Gia,neg
865,4.0, Mình ăn quán này cũng tầm lần gì đó từ hồi quán mới khai Quán set up đẹp nhưng hơi chật Lẩu rất ngon đặc biệt là lẩu thái và lẩu Hqua m có đi ăn vs bạn người lúc đấy quán rất đông nhân viên đông nhưng ko bao quát đc dù bàn m gần bếp và nhân viên đi lại liên tục nhưng ko bạn nào chủ động fill up đồ toàn fai tự R lúc các bạn ý bê đồ thì đụng cả cái khay vào đầu bạn m nhưng ko xin lỗi mà đi ăn ok nhưng dịch vụ thì nhiều nhân viên nhưng chủ yếu toàn buôn,neg
42,9.0, Không phải nói quá nhưng món nào ở đây cũng dờ Từ thạch đến caramen đến sữa Ăn một lần là nghiện ngờ chủ quán cho heroin Chứ sao mà lại ngon và làm người ta thèm đến nhất là đồ ở đây không ngọt Chỉ man mát Mọi thứ kết hợp với nhau một cách hài hoà và trọn Mà giá cả chỉ từ rau câu trà xanh trân caramen trân sữa chua mít trân châu nha các Thông cảm cho con nghiện trân châu là Ha,pos
326,4.6, Vừa đi ăn với cquan ở Đồ ăn giá cả hợp Phục vụ hơi ít nhân viên nên hơi Tuy nhiên mấy e bảo vệ làm thất Khi khách ko chỉ khách chỗ đỗ ngồi Khi các e để xe ô tô sát bọn mình ko thể lấy oto ra các e cũng vẫn kệ mẹ Muốn làm gì thì Nói chung là ko quay lại quán,neu
14,9.0, Quán này nổi tiếng không biết mọi khi có đông không nhưng vì lúc sáng mình đi sớm nên quán khá Nhân viên với chú chủ quán nhiệt tình Không gian đơn giản kiểu đậm chất hà Lần trước đi uống cafe trứng thấy ngon nên lần này chọn cafe cacao trứng thấy cũng ngon lắm Ai mà thích cafe trứng thì tới quán này ngon khỏi,pos
748,1.0, Khuyên chân thành mọi người đừng qua đây đồng hồ sau vẫn chưa đành rằng quán đông phải chịu khó nhưng nực cười cái bàn bên cạnh mình vừa đến sau có đồ Hỏi nhân viên thì câu tỉnh bơ k Mình nghĩ do nv quên cũng chẳng phải mấy ai đen đủi như k có mình quán vẫn đông khách nhưng thử là bạn hôm đấy đến ăn rồi gặp phải vận đen như mình k có gì vào bụng chỉ có cục tức nuốt k Nên chọn quán khác,neg
866,4.0, Nhân viên nhanh tình,neg
355,5.0, Lâu lắm rồi mới quay lại Chatime Trước hay uống ở Bùi Thị nhưng dạo gần đây mới biết cơ sở đó họ bỏ nên qua cơ sở Hàng Trống Quá thất vọng về cách phục vụ của nhân viên luôn nhân viên nam đang đứng ở thấy mình chuẩn bị đi vào thì quay lưng đi vào đến quầy gọi đồ thì bạn nhân viên nữ người ngồi chơi điện người soi gương đánh lại Cảm giác mình là khách mà k được tôn trọng cho lắm ấy ăn nói với khách cũng theo cái kiểu mà bắt buộc phải lịch sự cho từ bây giờ k uống ở Chatime nữa bị thất vọng mong là quán chỉnh đốn lại chất lượng phục vụ,neu
91,10.0, Đc a trai đưa đến đây nhân ngày sinh nhật thích dã vì Running man đã từng ăn ở đây với đứa cuồng couple Monday như mình thì đến đây rất nhân viên nhiệt đội ngũ nhân viên đông phở cuốn vs phở phồng ngô chiên vành và ngọt cực Nói chung là chắc chắn sẽ phải quay lại đây lần Quá thíchhhh,pos
214,9.4, Mình đi gọi suất gà thêm mì dai và tok mà ăn cũng no nê ra lại còn tặng kèm bát canh củ cải thịt bò và chai nước suối ăn xong còn có nước hoa để xịt cho đỡ mùi nữa chứ,pos
966,3.4, Uống thử lần và cũng không muốn quay đắt so với chất lượng,neg
3,9.0, Ngon rẻ,pos
475,5.0, Quán bé và nhân viên phục vụ không thân Hôm đó mình cùng cả lớp đến thì bạn nv nam mặt mũi cau có ra ghi Vì bọn mình đi đông lại mỗi người ý nên hơi lộn Bạn nv ý khó chịu ra mặt làm bọn mình thấy rất chán đồ uống thì ngon mà thái độ nv kém quá,neu
169,9.0, Vì lần đầu đi ăn đã quá quá ưng nên quyết định phải ghé đây lại lần nữa để ăn hết cả cái memu Phục vụ vẫn chu đáo tận tình chuyên nghiệp như lần Chỗ ngồi lần này không được cạnh cửa sổ nhưng thôi vẫn thích vì gọn gàng sang này mình vẫn gọi bánh bao há cảo rau chân cơm há cảo Mấy món này thần thánh quá ngon ăn đáng đồng Ngoài ra mình gọi chân gà bào ngư ôi ngon quá chẹp sườn bì hấp huhu sao ngta làm dc sườn kiểu gì mà giòn giòn ăn béo béo ngon ơi là ngon mà mỗi trõ được có mấy Lần này mình ko ưng món đó lad xà lách trắng hấp và thạch hoa Rau xà lách ăn ko có gì đặc biệt như kiểu xà lách mua ngoài trợ về hấp dầu đậu nành còn thạch hoa quế ăn vị kì kì không hợp khẩu vị mình trc đi ng hết tầm đợt này đi ng hết Đi ăn cái này càng đông càng nên đi theo nhóm hay là ok Lần này vẫn còn mấy món chưa thử được lại hẹn đợt sau vạiiii,pos
969,2.4, quán ngồi bánh canh m thấy ko hải sản không giống như bị lèo tèo là cho vào viên mọc tí ko được nấu vẫn bị có màu trắng lạ đúng kiểu đồ sống để tủ bánh quẩy dai ăn ko hợp với bánh chả cá siêu nước dùng quá bình sợi bánh canh có mùi hơi giá cũng bình dân nhưng đồ ăn như thế này thì quán làm chả có của rẻ là của cũng thấy lạ vì quán mở tận cơ sở ở núi trúc và hồ đắc di mà đến ăn thử lại thấy quá thất m sẽ ko quay lại quán lần,neg
388,4.8, Sau khi đi hết cả khu Ngon Phố này thì mình có một số nhận đây là khu tổng hợp những quán ăn nhỏ lại food court Ngoại trừ việc bố trí không gian sạch sẽ thì mình thấy đây có giá cả khá chất lượng khi quan sát thì chỉ ở mức trung Có chỗ ghi banner Lẩu người nhưng khi hỏi thì chỉ những món ăn còn lẩu với giá mắc hơn Và đặc biệt khu vực này rất nóng do khá nội aeon mall,neu
177,9.4, Sao ở đây bánh bao ngon Mà dimsum gì cx ngon hết á ma cứ đc ăn ở khu này la minh rat thích vì đẹp và lịch Vote điểm hết huhh,pos
633,3.2, Mấy bạn trông xe của quán ở phía Lotteria quá thiếu văn Cư xử đã k lịch xe để lộn xộn khó dắt lên vỉa cũng k giúp đỡ Khách khó lấy nhờ nvien trông xe thì nhận đc gáo nc lạnh là tự lấy lấy Giống hách,neg
592,4.6, Quán gần thấy các bạn khen nên cũng mình đến vào lúc vẫn chưa đến giờ đóng cửa nhưng anh kia cứ giục mấy em pha còn mấy ẻm thì lúc tính tiền thì ko nhầm nhưng sản phẩm thì nản Rõ ràng là em ý hỏi mình mouse trà xanh có thêm j Mình bảo thêm thạch cho xong em ấy tính thêm tiền thạch vào hoá xong nói j với bạn pha chế rồi cười như kiểu cười đểu mình cũng vội vì bạn mình chờ xong cầm về nhà mới thấy chả có thạch thiếc gì cả chỉ có thêm giá đánh giá trà thì mình thấy nhạt nhẽo có mỗi sữa chua cầu vồng là uống,neu
102,10.0, Bingsu ngon nhưng nhiều quá nên ăn không không gian quán khá rộng và Cách set up có giống với Golden Gate nên đầu tiên tưởng cũng thuộc Golden Gate cơ nhân viên thân thiện cởi biết cách tư vấn đồ cho khách sao cho phù,pos
205,9.0, Đẹp ngon đắt,pos
428,4.2, Hôm qua đi vào mua tầm tối bạn nữ trả đồ cho khách không nói với khách câu là đồ của bạn hay lúc đi trả đồ lật bill vủa khách lên xem cũng k hỏi thấy k phải lại đặt xuống đi sang chỗ khác tìm Cách phục vụ quá chưa thấy ở có nhân viên kém như bạn này,neu
918,3.4, Tôi đã ăn King BBQ ở các địa điểm khác và rất hài nhưng địa điểm Hoàng Đạo Thuý thì thật Không gian chật nhân viên phục vụ vào cuối tuần thì ít và không thân chất lượng đồ ăn thua xa các King BBQ Không hề xứng với đẳng cấp của King BBQ như ở các địa điểm,neg
77,9.0, Mình thích caramen và kem caramen rất vừa không bị ngán chút thử hết các loại và thích caramen với cốt dừa thơm hơn mấy loại Kem dừa cũng ngon nhưng hai chứ người hơi Giá bình dân các bạn thử còn bán nước dừa tươi cũng ngon mà,pos
441,4.2, Thấy khá nhiều người khen kem xôi ở đây ngon nên mình cũng đi ăn thử xem Nếu tìm theo tên phố các thứ thì khá là khó Mình tìm mất hơn nửa tiếng mới ra đã thấy rất khó chịu trong người Đến nơi thì quán không có menu chỉ biết là ở đây bán kem xôi bây giờ lên foody mới biết có cả chè Cá nhân mình thấy bát kem xôi bé như bát nước chấm Chất lượng thì không tốt đến mức được pr như Dừa khô ở đây ăn cứ mằn mặn sao sao Nói chung là sẽ không bao giờ quay,neu
199,9.2, Nguyễn Khắc tuần làm j mà đông đứa lượn lờ mỏi cả tay mà chỗ nào cũng từ chối nhận gửi Định thưởng thức không khí phố đi bộ mà k Bụng thì đói mà đã hơn tối mình và bạn trai mới đành tạt bừa vào may quá còn lại vẫn còn phục vụ đồ Quán nằm trong con phố nhỏ mà không gian trong quán không nhỏ tý Decor quán k phong cách khá hiện thích hợp cho selfie chụp mà đi nhóm khoảng dưới ng thì hợp lý Điểm trừ theo mình thấy thì chỉ có điểm là mấy cái bàn hơi còn lại là vô số điểm cộng Các bạn nhân viên phục vụ khá là thân rất kiên nhẫn đợi khách chọn đồ và order nhanh đồ ăn mang ra cũng nhanh Đồ ăn thì mình thấy khá là nhất là món khoai tây decor thì quá k nỡ ăn nhưng mà vì đói quá nên đành phải măm Rau làm salad cũng rất tươi mà nước sốt nhiều hơn chút thì chắc là tuyệt Mình gọi món chủ đạo là thịt xiên và món gà j j đó dc chế biến và trang trí rất lại còn mềm và ngon Nói chung về mặt khẩu vị là tuy nhiên giá thành hơi nhỉnh hơn chút chắc để phù hợp vs không gian vị trí của Có mấy sét cho bữa trưa và tối nhìn khá bắt mình và ny sẽ quay lại để thưởng,pos
320,9.6, Không gian quán đẹp sang phục vụ nhanh nhẹn nhiệt tình với quán ở đg khá nhỏ nhưng vẫn có chỗ để xe ô tô nhân viên đem đi gửi Đồ ăn hơi đắt phần rẻ nhất cũng tầm gần nhưng sắt ra miếng miếng thịt chín mềm mọng nước không khô tuy nhiên là không thích salat đi kèm với decor món ăn Quán còn tặng khách bánh mỳ tự làm ruột đặc mềm thơm ăn kèm với pate gan ngỗng béo ngậy,pos
45,9.8, Đã vào ngọc thạch quán nhiều lần và lần nào cũng rất chi là ưng Nay quán hết hàng sớm mình tới lúc h muốn ăn sữa chua nên gọi sữa chua nếp mít nhưng chị nhân voeen bảo giờ chỉ còn rau câu cafe nên đành gọi món Lần đầu ăn rau câu ở Vị ngọt nhưng ko ngọt cho ít đá đã thấy vừa thạch vị ăn mát mát thik Quán lúc nào cũng đông người khủng Lần sau sẽ cố đến sớm hơn,pos
234,9.4, Quán ngay gần nhà và khá dễ tìm tầm tối trời lạnh như này thì lúc nào cũng đông -_- ăn nhất thịt ba nầm với dạ dày ếch ăn cũng được nhưng nướng trên vỉ khó bánh mì ở đây nhiều và tẩm cũng dưa chuột rau sống cũng đầy đủ nếu xin nước thì cả cốc ự luôn con gái như mình uống đến phát no vì nước vụ khá nếu đông thì phải chờ hơi nhiều,pos
502,5.0, Lúc đầu tiên ăn rất là quán đông mà cũng khá là không gian quán bé tí nên lúc nào đông khách thấy ồn ào và ăn ko có cảm giác ngon tí Đồ ăn kèm gồm củ nước củ Dù sao thì mình vẫn quay trở lại đây nhiều lần vì nem ngon thực sự,neu
135,10.0, Lẩu kem ngon tuyệt,pos
146,9.2, Ưng tất cả từ đồ đồ uống đến không gian và cách phục Mình đã đến và quay lại vài Lúc đầu k nghĩ quán nhìn sang chảnh tnay mà giá cả lại hợp lý như thế có mỗi một điểm trừ là hơi xa nhà mình,pos
184,9.0, Ăn ở đây n lần quán sạch đồ ăn giá rẻ mà nhân viên phục vụ cũng nhiệt tình nữa,pos
145,10.0, Phục vụ chuyên nhân viên lễ phép và quan trọng là đồ ăn ngon vừa Giá cả phải chăng mà nhất là view rất,pos
0,9.0, Khu ẩm thực với đa dạng đồ lại còn bày trí đẹp nên là rất hấp dẫn đối với những đứa cuồng ăn uống như mình Đồ ăn giá cả phải không quá Tuy nhiên về chất lượng thì chưa thật sự ấn tượng Mình thấy ổn thôi chứ chưa thực sự có vài món để ngoài lâu nên bị nguội ăn không ngon Kem trà xanh dù nhưng mình ăn thấy vị cũng bình bánh ngọt chỉ có nhân viên thu không có nhân viên giám tự mình lấy bánh xong rồi mang qua thanh Đúng kiểu đề cao sự tự giác và trung thực của người Nhật thích điểm,pos
774,1.0, Lần đầu tiên đi ăn gặp phải kiểu ok mình Bàn mình đến sau các bàn nhưng bàn ngta gọi thêm sau khi bọn mình gọi thì vẫn phải đưa bánh cho mình trước chứ bức xúc hơn là bàn bên cạnh mình các anh chị lớn thật ăn nhiều thật đấy nhưng mà chẳng có văn hoá gì Gọi thì sau nhiều bàn khác mà cứ bánh xèo mang ra bàn khác lại Nvien ra giải thích phải cho ng khác ăn lại bọn chị đang Wtf ngay cả chị hàn quốc gọi sau mình cũng đc mang ra trước chưa có cái gì trên mình bảo tính tiền luôn cho thì bàn bên cạnh lại bảo ôi càng sợ gì không ăn đưa anh Các anh là đàn bà lượt bánh xèo đưa ra mà vẫn chưa thấy bàn mình dù bọn mình gọi nhưngx con ng vô ý thức nhân viên lại cứ thấy giục là mang ra cho họ bọn em mặc đồng phục các ac khinh hay là do bọn em gọi ít bàn kia nhiều ng gọi cứ anh chị phục Chẳng có sự tôn trọng nào cả BAO GIỜ QUAY LẠI CHƯA BỎ ĐƯỢC CGI VÀO MỒM MANG CỤC NỢ VÀO THÂN,neg
353,4.4, Quán đồ ăn không ngon mà rất đắt,neu
504,4.2, Nghe tiếng tăm có vẻ lừng nên đến mà thực sự thất Pizza rất đắt Nhân viên phục vụ được cái nhiệt tình nhưng vẫn không gỡ lại lại được đồ,neu
826,4.0, Lần trc đi ăn liên hoan vs lớp ở người mà mỗi người mất ôi xót mà ăn chả bõ dính Đồ ăn cũng ko thực sự Ko bao giờ dám quay,neg
513,4.6, thấy giá cả quá chát so với chất gọi trà xanh sữa pudding mà uống rất không rõ vị trà lẫn vị pudding chắc chắn sẽ k quay lại,neu
889,3.8, Hôm qua bọn mình vừa ăn ở sự mình ăn dc mỗi súp tôm Mấy món trong set ăn ko có ấn tượng ăn xong la hôm sau k nhớ rõ vị của món ý nữa Nv thì k hiểu sao mặt cô nào cũng sưng từ cô đứng,neg
297,9.2, M đặt qa gạo nâu sủi cực tròn phần kem ngậy ko bị mặn trân châu dai uống đến cuối vẫn k bị loạt các qán trà sữa hiện mình đã uống thì ưng nhất ở Tuy m có thử bobapop ở cơ sở ở Trần Nguyên là ở Lương Ngọc thì ngon sẽ uống thêm để kiểm định lại,pos
203,9.0, Ăn ở đây max xịn đẹp đã ấm cúng lại thêm nhân viên trai xinh gái đẹp nữa phù hợp cho các đôi muốn tìm chỗ nào đó để tâm ăn mỗi tội là khi gọi nhiều thì mang hết tất lúc ấy hơi uống Bắt mắt,pos
103,9.0, Cảm giác kem snow là số thì không đâu là số sự cứ bị nghiện kem ở vừa ăn xong có thể thèm luôn Mà một khi ăn thì không thể dừng lại cho đến khi hết cốc Mùi vị khác hoàn toàn với những vị kem đã từng Nhân viên thân điều hòa mát nhưng chỗ để xe thì không tiện Nằm ngay trong khuôn viên bigc,pos
